Season,Sector,Category,Crop,QueryType,QueryText,KccAns,StateName,DistrictName,BlockName,CreatedOn
,AGRICULTURE,Others,Others,Training and Exposure Visits,asked about controlling of fox in sugarcane field,suggested to control by physical barrier like polythene cover or tie casett real to control them,KARNATAKA,BELGAUM,HUKERI,02:38.1
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in  sugarcane,suggested to spply 10:26:26 fertilizer 30kg per acre of land,KARNATAKA,BELGAUM,RAYBAG,13:00.1
,AGRICULTURE,Pulses,Green Gram (Moong Bean/ Moong),"	Plant Protection	",Asked about Plant protection in  green gram,Recommended to spraydimethoate 2ml in one litre of water for green gram,KARNATAKA,BELGAUM,BELGAUM,45:18.8
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about Plant protection in  cotton,Recommended to sprayImidachloprid 17.8 S.L - 0.5 ml. in one litre of water,KARNATAKA,BELGAUM,BELGAUM,46:12.9
,HORTICULTURE,Vegetables,Chillies,Nutrient Management,Asked about to control of ammonium sulphate effect in chilli,Recommended to  Spray  sugar solution,KARNATAKA,BELGAUM,HUKERI,58:10.5
,AGRICULTURE,Others,Others,Sowing Time and Weather,Asked about crops grown in july,"PADDY --- B.I-33, TANU (K.M.P-1), I.E.T-8116, I.R-30864, M.T.U-1010, 1001, RASHI, M.A.S-946-1JOWAR  -----  C.S.H-5, 9, C.S.V-4MAIZE --- GANGA-11, DECCAN-103, VIJAY COMPOSIT, N.A.C-6002, 6004, NITYASHRI, N.A.H-1137POP CORN  ----  AMBARRAGI --- G.P.U-66, 28, INDOF-5, 9, M.R-6, P.R-202, H.R-911, K.M.R-301SUGARCANE --- C.O-419,  62175, 7804, C.O.C-671SUNFLOWER --- MODERN, HYBRID- K.B.S.H-1, 41, 42, 44GROUNDNUT --- T.M.V-2, J.L-24, K-134, V.R.I-2, J.P.B.D-4, CHINTAMANI-2 (K.C.G-2), P.R.I-2RED GRAM (THOGARI) --- HYDERBAD-3C, T.T.B-7, B.R.G-1, 2, I.C.P-7035AVARE ---- H.A-3, 4GREENGRAM ----  PUSA BISAKI, P.S-16, P.T.M-84128BLACKGRAM (UDDU)  -----  KAREGOW-3, T-9, L.B.G-625 (RASHMI)NIGER (HUCCHEYELLU) --- K.B.N-1",KARNATAKA,BELGAUM,HUKERI,14:02.0
,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Asked about yield of brinjal,Harvest the fruits at tender stage.About 12 - 16 kg yield may be expected per acre.,KARNATAKA,BELGAUM,RAYBAG,57:56.5
,AGRICULTURE,Others,Others,Government Schemes,Asked about government schemes,suggested to contact raitha sampharka kendra,KARNATAKA,BELGAUM,CHIKODI,28:27.4
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,ASKED ABOUT NUTRIENT MANAGEMENT IN SUGARCANE,SUGGESTED TO THE FARMER AS PER THE GUIDELINES UNDER HORTICULTURE POP.,KARNATAKA,BELGAUM,RAYBAG,39:56.8
,HORTICULTURE,Vegetables,Carrot,Cultural Practices,Asked about Weed management of carrot,Spray 600 ml. Alachlor 50 E.C. or 200 ml. Oxyflorfin 23.5 E.C. or 1 ltr. Pendimithlin 30 E.C. in 300 ltr. of water as a pre emergent weedicide 1 or 2 days after sowing.    Soil should have sufficient moisture at the time of spraying.,KARNATAKA,BELGAUM,BYLAHONGAL,51:06.8
,AGRICULTURE,Others,Others,Sowing Time and Weather,Asked about  Sowing season in july.,"JULYFIELD CROPS:ï¿½ï¿½ï¿½PADDY --- B.I-33, TANU (K.M.P-1), I.E.T-8116, I.R-30864, M.T.U-1010, 1001, RASHI, M.A.S-946-1ï¿½ï¿½ï¿½JOWAR  -----  C.S.H-5, 9, C.S.V-4ï¿½ï¿½ï¿½MAIZE --- GANGA-11, DECCAN-103, VIJAY COMPOSIT, N.A.C-6002, 6004, NITYASHRI, N.A.H-1137ï¿½ï¿½ï¿½POP CORN  ----  AMBARï¿½ï¿½ï¿½RAGI --- G.P.U-66, 28, INDOF-5, 9, M.R-6, P.R-202, H.R-911, K.M.R-301ï¿½ï¿½ï¿½SUGARCANE --- C.O-419,  62175, 7804, C.O.C-671ï¿½ï¿½ï¿½SUNFLOWER --- MODERN, HYBRID- K.B.S.H-1, 41, 42, 44ï¿½ï¿½ï¿½GROUNDNUT --- T.M.V-2, J.L-24, K-134, V.R.I-2, J.P.B.D-4, CHINTAMANI-2 (K.C.G-2), P.R.I-2ï¿½ï¿½ï¿½RED GRAM (THOGARI) --- HYDERBAD-3C, T.T.B-7, B.R.G-1, 2, I.C.P-7035ï¿½ï¿½ï¿½AVARE ---- H.A-3, 4ï¿½ï¿½ï¿½GREENGRAM ----  PUSA BISAKI, P.S-16, P.T.M-84128ï¿½ï¿½ï¿½BLACKGRAM (UDDU)  -----  KAREGOW-3, T-9, L.B.G-625 (RASHMI)ï¿½ï¿½ï¿½NIGER (HUCCHEYELLU) --- K.B.N-1HORTICULTURAL CROPS:TOM",KARNATAKA,BELGAUM,BYLAHONGAL,14:16.7
,HORTICULTURE,Fruits,Guava,Nutrient Management,asked for nutrient management,"Manuring and Inter cultivationManure the plants in the beginning of the monsoon and give protective irrigation at fortnightly intervals.Which helps to get good yields.Bronzing of Guava:Low soil fertility and low pH values are some of the causes.Affected plants show purple to red specks scattered all over the leaves.Under aggravated conditions, total defoliation and fruits characterized with brown coloured patterns on the skin, with reduced yield are noticed.Spray 0.5 per cent DAP and Zinc sulphate during the month of October and November.Spray 4 - 6 times to the crop at weekly intervals.Zinc sulphate mixed with calcium to be sprayed to the plants (1 Kg of Zinc sulphate mixed with 0.5 Kg of calcium).",KARNATAKA,BELGAUM,ATHNI,18:09.7
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk Athini,"26ï¿½ï¿½HIRealFeelï¿½ï¿½ 27ï¿½ï¿½Precipitation 66%Variable cloudiness, showers late this morning,",KARNATAKA,BELGAUM,ATHNI,42:08.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk Chikodi,"27ï¿½ï¿½HIRealFeelï¿½ï¿½ 31ï¿½ï¿½Precipitation 69%Considerable cloudiness, occasional ",KARNATAKA,BELGAUM,CHIKODI,50:59.1
,AGRICULTURE,Others,Others,Weather,ASKED ABOUT GRAFTING,18004253553 AND TO CONTACT KVK TUKKNAHATTI,KARNATAKA,BELGAUM,ATHNI,59:27.6
,HORTICULTURE,Plantation Crops,Oil palm,Cultural Practices,Asked about cultural practices  of oil palm,"Varietal DescriptionVarietiesPlanting timeSpacing (feet)Seedlings (acre)Yield (acre)Tenera, Palod - 1, Palod - 2June - July27 x 27(Triangular method)574.8 tons raw nuts(1 ton oil)Special charactersTenera is a hybrid popular variety.Fruits have medium to high pulp with high oil content.",KARNATAKA,BELGAUM,BELGAUM,05:46.1
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in Sugarcane.,Recommended to Apply  Combi 1UreaSSPMOP65.2kg250kg83kg,KARNATAKA,BELGAUM,HUKERI,39:17.2
,HORTICULTURE,Vegetables,Brinjal,Nutrient Management,Asked about Nutrient management in,Farm yard manure : 10 tons/acreChemical fertilizers (kg./ acre) : N:P:K : 50: 40: 20Top dress :Apply 25 % of N after 6 weeks of transplanting.Remaining 25% 10 weeks after transplant,KARNATAKA,BELGAUM,BELGAUM,59:46.9
,HORTICULTURE,Vegetables,Chillies,"	Plant Protection	",Asked about plant protection in,Spray 1.7ml. Dimethoate 30 EC.OR2.0 ml. Quinalphos 25 EC. in a lit.water. 250 to 300 lit. spray solution required.acre.,KARNATAKA,BELGAUM,BELGAUM,00:33.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of byalahongal  taluk,"28ï¿½ï¿½HIRealFeelï¿½ï¿½ 29ï¿½ï¿½Precipitation 63%Considerable cloudiness, a couple of showers; breezy this afternoonFOR further details SUGGESTED to  the farmer to contact  VARUNA MITRA -",KARNATAKA,BELGAUM,BYLAHONGAL,41:09.7
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about Plant Protection in  bhendi,suggested Spray 1 ml.Oxydemetonmethyl 25 EC.in a lit. water. 250 to 300 lits spray mixture requires/acre.,KARNATAKA,BELGAUM,CHIKODI,02:04.6
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),"	Plant Protection	",Asked about Nutrient management in  bhendi,suggested to spray vegitable special 5g per 1ltr water,KARNATAKA,BELGAUM,CHIKODI,04:28.0
,HORTICULTURE,Vegetables,Tomato,"	Plant Protection	",Asked about Plant Protection in    tomato,suggested to apply 19:19:19  20 to 30kg per acre,KARNATAKA,BELGAUM,CHIKODI,44:56.6
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",Asked about plant protection in  cotton.,Recommended to spray:- Mithomyl 40 SP. - 2g/lit of water.,KARNATAKA,BELGAUM,RAMDURG,08:33.9
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Nutrient Management,Asked about Nutrient management in cotton.,"Irrigated cotton:-Apply 50% nitrogen ( 30 kg), entire phosphorous ( 30 kg) and potash ( 30 kg) fertilizers at the time of sowing. Remaining 50% nitrogen ( 30 kg) to give in 3 splits i.e. 50 ,  80 and 110 days after sowing as topdressing.",KARNATAKA,BELGAUM,RAMDURG,12:20.0
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in sugarcane,suggested to spray urea 5 gram in one liter of water,KARNATAKA,BELGAUM,ATHNI,02:39.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of  athni Taluk,"Precipitation 50% there is chance of  rain fall today, For  more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,ATHNI,31:19.8
,AGRICULTURE,Millets,Maize (Makka),Nutrient Management,Asked about Nutrient management of maize,Suggested that application of complex fertilizer 10:26:26 and micro nutrients and for more information contact Nagaramunoli 08338-284065,KARNATAKA,BELGAUM,CHIKODI,54:13.6
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Nutrient management in   banana,"Farm yard manure/Compost/acre: 16 tons (before planting)Fertilizers (g. per plant)VarietiesNPKSuckers (g. /plant)175105220Robusta/Dwarf Cavendish (g. /plant)216130270Other Varieties (g. /Plant)16096200Tissue culture banana (g. /Plant)200100300Note: Fertilizers for tissue culture banana to be given at : 35, 70, 105, 140, 175 days after planting (5 instalments).",KARNATAKA,BELGAUM,CHIKODI,13:54.2
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Nutrient management in   banana,"Farm yard manure/Compost/acre: 16 tons (before planting)Fertilizers (g. per plant)VarietiesNPKSuckers (g. /plant)175105220Robusta/Dwarf Cavendish (g. /plant)216130270Other Varieties (g. /Plant)16096200Tissue culture banana (g. /Plant)200100300Note: Fertilizers for tissue culture banana to be given at : 35, 70, 105, 140, 175 days after planting (5 instalments).",KARNATAKA,BELGAUM,CHIKODI,13:54.3
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Weed management in     banana,Diuron (Pre)8.0 (Kg./ac)Oxyflourfin (Pre)0.4 (Kg./ac),KARNATAKA,BELGAUM,CHIKODI,14:30.7
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Nutrient management in    banana,suggested to spray banana special 5g per 1ltr of water t fruit setting stage,KARNATAKA,BELGAUM,CHIKODI,15:23.4
,HORTICULTURE,Fruits,Banana,Nutrient Management,Asked about Nutrient management in banana,for tissue culture banana Period ApplicationSourceQuantity (gm / plant)At the time of PlantingS.S.P.100M.O.P.5010th Day after plantingUrea2530th Day after plantingUrea25S.S.P.100M.O.P.50Micronutrient25MgSO425Sulphur10,KARNATAKA,BELGAUM,CHIKODI,20:07.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of savadatti taluk,"RealFeelï¿½ï¿½ 30ï¿½ï¿½Precipitation 40%Considerable cloudiness; breezy, a shower or thunderstorm in spots this a",KARNATAKA,BELGAUM,PARASGAD,47:41.2
,AGRICULTURE,Fiber Crops,Cotton (Kapas),Sowing Time and Weather,Asked about  Sowing season in cotton,suggested that the sowing season for cotton in june and july,KARNATAKA,BELGAUM,PARASGAD,48:22.1
,ANIMAL HUSBANDRY,Animal,POULTRY  FARM ,Credit,asked about poultry farming,suggested to contact veternairy department contact number 080-22866431/080-23410509/18004250012,KARNATAKA,BELGAUM,ATHNI,54:03.7
,AGRICULTURE,Others,Others,Nutrient Management,Asked about PLANT PROTECTION IN JUTE,SUGGESTED SAAF 2GM/LIT OF WATER,KARNATAKA,BELGAUM,CHIKODI,11:32.7
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about plant protection in maize,spray-2.0 ml. Chlorpyriphos 20 EC./lit. water,KARNATAKA,BELGAUM,HUKERI,40:55.9
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Cloudy, breezy; a shower or thunderstorm in spots in the afternoon",KARNATAKA,BELGAUM,GOKAK,44:58.4
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in,Treat the seeds with Metalaxyl - MZ 72 WP. 3.0 g./kg. seeds.,KARNATAKA,BELGAUM,GOKAK,54:13.6
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk,Precipitation 40%Cloudy; breezyWinds from theWSW 22 km/hGusts: 57 km/hMax UV Index: 5 (Moderate)Thunderstorms: 40%,KARNATAKA,BELGAUM,ATHNI,24:15.8
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Plant protection (Insects),Detrashing and spary 2.0 ml. Chlorpyriphos 20 EC.,KARNATAKA,BELGAUM,ATHNI,25:17.9
,AGRICULTURE,Others,Others,Weather,Asked  about weather report,"Precipitation 40%Remaining cloudy, a shower or thunderstorm in spots; breezy",KARNATAKA,BELGAUM,RAMDURG,16:22.2
,AGRICULTURE,Fiber Crops,Cotton (Kapas),"	Plant Protection	",SUCKING PEST,Recommended to spray Imidacloprid 17.8 SL.- 0.5 ml per lit. water,KARNATAKA,BELGAUM,RAMDURG,16:56.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,08 Jul Rainfall(MM) : 0 Temp(Max/Min):0.0 /0.0  Humidity(Max/Min)0.0 /0.0  Wind:0.0,KARNATAKA,BELGAUM,ATHNI,23:26.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in sugarcane,"2.0 g. Mancozeb 75 WP./lit water, spray the fungicide",KARNATAKA,BELGAUM,BELGAUM,25:37.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Taluk,Partly cloudy weather and there is 60% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,CHIKODI,13:47.6
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of Athni Taluk,"Precipitation 50% Considerable cloudiness, a shower or thunderstorm in spots this afternoon chances of rain today, for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,ATHNI,04:53.3
,AGRICULTURE,Others,Others,Market Information,Asked about Krishi Marata vahini  Number,Krishi Marata vahini  Number-1800 425 1552,KARNATAKA,BELGAUM,ATHNI,09:26.1
,HORTICULTURE,Fruits,Mango,Nutrient Management,Nutrient Management,Farm yard manure/Compost (grams/plant/year)Before planting - 25Every year before the application of Chemical fertilizers - 25Chemical fertilizers (g.per plant): Nitrogen: Phosphorus: PotassiumFirst year - N : P : K - 75: 20: 702nd to 9th year - N : P : K -  (75: 20: 70 x years)10th year after - N : P : K - 730: 180: 680Note: Apply 50% N and the entire P and K to the soil during June-July. Give the remaining 50% N in the form of top dress. Manuring may be done in split doses during the first year.,KARNATAKA,BELGAUM,KHANAPUR,12:07.9
,AGRICULTURE,Others,Others,Seeds,Asked about iihr help line.,Indian Institute of Horticultural Research center contact number08023086100/08028446815,KARNATAKA,BELGAUM,CHIKODI,32:19.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of bylahongal taluk,"RealFeelï¿½ï¿½ 20ï¿½ï¿½Precipitation 75%Considerable cloudiness; a thunderstorm this evening, then periods",KARNATAKA,BELGAUM,BYLAHONGAL,50:49.8
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in    sugarcane,Recommended to Apply   -10:26:26 50kg/acre,KARNATAKA,BELGAUM,GOKAK,58:07.6
,ANIMAL HUSBANDRY,Animal,"Bovine(Cow,Buffalo)","Animal Production (Piggery, Goatery, Sheep Farming etc.)",Asked about veternary help line,suggested-18004250012,KARNATAKA,BELGAUM,GOKAK,01:32.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk,"Precipitation 40%Cloudy; breezy, a thunderstorm around this afternoon",KARNATAKA,BELGAUM,ATHNI,12:15.7
,AGRICULTURE,Others,Others,Credit,Asked about General information,horticultural helpline number 18004257910,KARNATAKA,BELGAUM,ATHNI,22:53.9
,AGRICULTURE,Others,Others,Weather,Asked  about weather report Raybag,"Precipitation 40%Cloudy, a thunderstorm in spots; breezy",KARNATAKA,BELGAUM,RAYBAG,40:59.4
,HORTICULTURE,Vegetables,Brinjal,Cultural Practices,Asked about Weed management in  Brinjal,Suggested that  go for hand weeding and intercultural operation .,KARNATAKA,BELGAUM,BYLAHONGAL,37:44.5
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ramadurga taluk,"RealFeelï¿½ï¿½ 29ï¿½ï¿½Precipitation 41%Cloudy, breezy; an afternoon shower or thunderstorm in ",KARNATAKA,BELGAUM,RAMDURG,48:54.1
,AGRICULTURE,Others,Others,Weather,Asked  about weather report of Raybag taluk,"Precipitation 40%Cloudy, a thunderstorm in spots; breezy this afternoon",KARNATAKA,BELGAUM,RAYBAG,07:05.4
,HORTICULTURE,Vegetables,Bhindi(Okra/Ladysfinger),Fertilizer Use and Availability,Asked about Nutrient management in,"Nutrient managementFarm yard manure : 8 tons/acChemical fertilizers (kg./acre): N : P : K : 20: 20: 20Top dressing: Apply 50 % of N, 4 weeks after sowing and earth up the crodiv.",KARNATAKA,BELGAUM,KHANAPUR,07:36.4
,AGRICULTURE,Millets,Maize (Makka),Weed Management,Asked about Weed management in     maize,no weedicide should not apply after 1month of planting,KARNATAKA,BELGAUM,HUKERI,23:39.9
,AGRICULTURE,Others,Others,Weather,Asked  about weather report of  Athni taluk,"Precipitation 40%Cloudy; breezy, a thunderstorm around this afternoon",KARNATAKA,BELGAUM,ATHNI,41:11.0
,AGRICULTURE,Others,Others,Weather,Asked about weather report of ramadurga taluk,"RealFeelï¿½ï¿½ 31ï¿½ï¿½Precipitation 40%Cloudy; breezy, a thunderstorm in spots this a",KARNATAKA,BELGAUM,RAMDURG,17:46.9
,HORTICULTURE,Condiments and Spices,Methi (Fenugreek),"	Plant Protection	",asked about plant protection,hexoconozol 0.5 ml per liter of water,KARNATAKA,BELGAUM,GOKAK,17:58.5
,AGRICULTURE,Millets,Sorghum (Jowar/Great Millet),Nutrient Management,Asked about Nutrient management in  sorghum,suggested to apply 10:26:26 fertilizer 30kf per acre of land,KARNATAKA,BELGAUM,RAMDURG,18:41.7
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Nutrient Management,Asked about Nutrient management in    sugarcane,Recommended to Apply   - 10:26:26 50kg/acre,KARNATAKA,BELGAUM,PARASGAD,32:43.5
,AGRICULTURE,,,Weather,Asked about weather report of the Taluk gokak,Precipitation is 60%. cloudy weather and there is chances of occurrence of scattered rainfall today. Please contact varuna mitra for further information: 08067735999,KARNATAKA,BELGAUM,GOKAK,40:37.4
,HORTICULTURE,Vegetables,Cabbage,"	Plant Protection	",Asked about Plant Protection in,Drench 3.0 g. Copperoxychloride 50 WP. /lit. to the base of the affected plants.,KARNATAKA,BELGAUM,CHIKODI,00:36.8
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni Taluk,Partly cloudy weather and there is 60% chance of rain today.For accurate weather information please contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ,KARNATAKA,BELGAUM,ATHNI,56:21.4
,AGRICULTURE,Others,Others,Weather,Asked about weather report of Athni taluk,"Precipitation 42%Cloudy, breezy; an afternoon thunderstorm in a couple of spots",KARNATAKA,BELGAUM,ATHNI,58:02.9
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"RealFeelï¿½ï¿½ 29ï¿½ï¿½Precipitation 58%Considerable cloudiness, breezy; a touch of aftern",KARNATAKA,BELGAUM,RAMDURG,39:37.9
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),Weed Management,Asked about Weed management in,Weed managementSpray the soil with 1 kg Atrazine 50% WP. or 1 kg Diuron 80% or 600 g. Metribuzin 70% WP /acre dissolved in 300 liters of water on 2 - 3 days after planting.Repeat the above spray at 25 days on weeds. These weedicides control wide leaf and cupreous weeds.Maintain fine soil tilth and optimum moisture in the soil at the time of spraying.Give 3 - 4 intercultivation and control the weeds.,KARNATAKA,BELGAUM,HUKERI,50:48.3
,AGRICULTURE,Sugar and Starch Crops,Sugarcane (Noble Cane),"	Plant Protection	",Asked about Plant Protection in,If requires spray 1.7 ml.Dimethaote 30 EC./lit. of water.OR2.0 ml.Chlorpyriphos 20 EC./liter of water,KARNATAKA,BELGAUM,HUKERI,53:49.2
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 40%Cloudy, a thunderstorm in spots; breezyWinds from theWSW 22 km/hGusts: 57 km/hMax UV Index: 4 (Moderate)Thunderstorms: 60%Precipitation: 2 mm",KARNATAKA,BELGAUM,RAYBAG,32:15.3
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,23ï¿½ï¿½LORealFeelï¿½ï¿½ 23ï¿½ï¿½Precipitation 58%Clou,KARNATAKA,BELGAUM,CHIKODI,55:43.1
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about Plant Protection in,20 - 25 days after sowing spray 2.0 ml. Quinalphos 25 EC./lit.water.OR2.0 ml. Chlorpyriphos 20 EC./lit. water. If necessary repeat the spray 15 days after previous spray.,KARNATAKA,BELGAUM,CHIKODI,56:55.4
,AGRICULTURE,Others,Others,Credit,asked for general information,Suggested  to contact   rsk,KARNATAKA,BELGAUM,RAYBAG,07:34.8
,HORTICULTURE,Fruits,Grape,"	Plant Protection	",asked about plant protection in grapes,Suggested to contact IIHR 08028446815 or 08023086100 OR 18004257910-horticulture helpline,KARNATAKA,BELGAUM,GOKAK,44:17.9
,AGRICULTURE,Millets,Maize (Makka),Seeds,Varietal DescriptionVarietiesSowingDuration (days)Seed (kg./acre)Yield (q/acre)IrrigatedRainfedHybrid - Hema*May-JuneSept - OctJan - Feb110 - 1206Grain 36 - 38Straw - 12 tGrain 32 - 34Straw -8 tHybrid - Nithyashri*110 - 120Grain 32 - 34Straw - 12 t.Grain 30 - 32Straw - 8 t.Composit NAC - 6004*115 - 120Grain 24 - 26Straw - 8 t.Grain 18 - 20Straw - 6 t.,Varietal DescriptionVarietiesSowingDuration (days)Seed (kg./acre)Yield (q/acre)IrrigatedRainfedHybrid - Hema*May-JuneSept - OctJan - Feb110 - 1206Grain 36 - 38Straw - 12 tGrain 32 - 34Straw -8 tHybrid - Nithyashri*110 - 120Grain 32 - 34Straw - 12 t.Grain 30 - 32Straw - 8 t.Composit NAC - 6004*115 - 120Grain 24 - 26Straw - 8 t.Grain 18 - 20Straw - 6 t.,KARNATAKA,BELGAUM,CHIKODI,16:53.1
,AGRICULTURE,Others,Others,Weather,Asked about weather report of taluk,"Precipitation 41%Breezy this morning; cloudy, a thunderstorm in parts of the area",KARNATAKA,BELGAUM,PARASGAD,26:50.9
,AGRICULTURE,Oilseeds,Soybean (bhat),"	Plant Protection	",Asked about plant protection in  soyabean.,2.0 ml. Chlorpyriphos - 20 EC. per lit. water. When caterpillars in group spraying is effective.,KARNATAKA,BELGAUM,CHIKODI,56:22.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of athni taluk,Thunderstorms. High 28ï¿½ï¿½C. Winds WSW at 25 to 40 km/h. Chance of rain ,KARNATAKA,BELGAUM,ATHNI,40:31.9
,AGRICULTURE,Others,Others,Government Schemes,Asked about General informationcrop insurance,suggested and to contact bank  1069118XXXXXX487XXXXXX260Basappa Hipparagi???? ????????? ????? ??????????????/Application Acknowledge by Insurance Co.Karnataka Vikasa Grameena BankKVGB0002001ADHALLISelect1208179XXXXXX487XXXXXX260basappa hipparagi???? ????????? ????? ??????????????/Application Acknowledge by Insurance Co.Karnataka Vikasa Grameena BankKVGB0002001ADHALLISelect,KARNATAKA,BELGAUM,ATHNI,44:24.3
,AGRICULTURE,Others,Others,Weather,Asked about weather report of hukeri taluk,"Precipitation 59%Cloudy; a little morning rain, then a shower",KARNATAKA,BELGAUM,HUKERI,09:11.7
,AGRICULTURE,Others,Others,Weather,Asked about weather report of raybag Taluk,"Precipitation 50% there is chance of  rain fall today, For  more details please kindly contact ï¿½ï¿½ï¿½VARUNA MITRAï¿½ï¿½ï¿½ NEW  helpline number  ",KARNATAKA,BELGAUM,RAYBAG,15:13.9
,HORTICULTURE,Fruits,Mango,Seeds and Planting Material,Asked about varieties in mango.,"Hybrid varitiesMallika, Amrapalli. Neelgoa, Neelshan, Rathna",KARNATAKA,BELGAUM,RAYBAG,17:39.0
,AGRICULTURE,Others,Others,Government Schemes,Asked about kisan credit card scheme.,Information is given and also suggested to contact raitha samparka kendra.,KARNATAKA,BELGAUM,HUKERI,28:35.5
,AGRICULTURE,Others,Others,Weather,Asked about weather Report of  Taluk,"Precipitation 40% Considerable cloudiness, a shower or thunderstorm in spots this afternoon chances of rain today, for more information of weather forecast please contact Varuna Mitra - 08067735999",KARNATAKA,BELGAUM,RAYBAG,29:17.6
,AGRICULTURE,Others,Others,Weather,Asked  about weather report of Chikodi TALUK,"Precipitation 59%Cloudy, a little rain",KARNATAKA,BELGAUM,CHIKODI,10:34.5
,HORTICULTURE,Vegetables,Cucumber,Cultural Practices,"Asked about intercropping with cucumber , ridge gourd , bittergourd, brinjal",INTERCROPPING IN VEGETABLES CAUSES PEST AND DISEASE ATTACK. ADVISED TO GROW A SINGLE CROP,KARNATAKA,BELGAUM,RAYBAG,13:07.1
,AGRICULTURE,Others,Others,Weather,Asked about Nutrient management in SUGARCANE for ratoon crop,Fertilizer management in sugarcane Follow the same fertilizers as suggested for the main crop.Apply 30% nitrogen and entire phosphorous and potash fertilizers at 30 days after harvesting of ratoon crop.Apply 35% nitrogen at 60 days and remaining 35% nitrogen fertilizer 90 days for ratoon crop.Apply the nitrogen in ploughed rows on either side of ridges and furrows or surrounding ratoon seedlings at 4 - 5'' depth and cover with soil.,KARNATAKA,BELGAUM,CHIKODI,16:49.9
,AGRICULTURE,Others,Others,Weather,Asked about weather report of the bylahongalTaluk,"27ï¿½ï¿½HIRealFeelï¿½ï¿½ 29ï¿½ï¿½Precipitation 59%Cloudy; a little morning rain, t",KARNATAKA,BELGAUM,BYLAHONGAL,12:53.0
,AGRICULTURE,Others,Others,Government Schemes,Asked about general information,suggested to contact nationalized bank SBI,KARNATAKA,BELGAUM,RAYBAG,28:46.1
,AGRICULTURE,Millets,Maize (Makka),"	Plant Protection	",Asked about pest management in maize,Recommended to spray  2.0 ml. Chlorpyriphos 20 EC./lit. water. If necessary repeat the spray 15 days after previous spray.,KARNATAKA,BELGAUM,RAYBAG,31:09.3
